route_id,status,score_composed,score_route,score_penalty,num_infractions,wall_seconds,result,timestamp
"3564","Completed",100.0,100,1.0,19,258,DONE,2026-06-12T01:20:37
"3572","Completed",100.0,100,1.0,18,171,DONE,2026-06-12T01:23:28
"3575","Completed",100.0,100,1.0,19,163,DONE,2026-06-12T01:26:12
"3666","Completed",100.0,100,1.0,20,178,DONE,2026-06-12T01:29:10
"3670","Completed",100.0,100,1.0,20,177,DONE,2026-06-12T01:32:07
"3676","Completed",100.0,100,1.0,19,178,DONE,2026-06-12T01:35:05
"3697","Completed",100.0,100,1.0,20,194,DONE,2026-06-12T01:38:18
"3708","Completed",100.0,100,1.0,18,215,DONE,2026-06-12T01:41:53
"3712","Completed",100.0,100,1.0,21,214,DONE,2026-06-12T01:45:27
"3717","Completed",100.0,100,1.0,20,227,DONE,2026-06-12T01:49:14
"3731","Completed",100.0,100,1.0,21,202,DONE,2026-06-12T01:52:36
"3737","Completed",100.0,100,1.0,20,299,DONE,2026-06-12T01:57:35
"3749","Completed",100.0,100,1.0,18,223,DONE,2026-06-12T02:01:18
"3785","Completed",100.0,100,1.0,20,197,DONE,2026-06-12T02:04:35
"3800","Completed",100.0,100.0,1.0,21,197,DONE,2026-06-12T02:07:52
"3813","Completed",100.0,100,1.0,19,201,DONE,2026-06-12T02:11:13
"3865","Completed",100.0,100,1.0,18,170,DONE,2026-06-12T02:14:04
"3869","Completed",100.0,100,1.0,18,226,DONE,2026-06-12T02:17:49
"3876","Completed",100.0,100,1.0,19,190,DONE,2026-06-12T02:21:00
"3890","Completed",100.0,100,1.0,18,152,DONE,2026-06-12T02:23:32
"3904","Completed",100.0,100,1.0,20,183,DONE,2026-06-12T02:26:35
"3905","Failed - Agent got blocked",7.94,7.94,1.0,2,376,DONE,2026-06-12T02:32:51
"3936","Completed",100.0,100,1.0,18,162,DONE,2026-06-12T02:35:33
"4183","Completed",100.0,100,1.0,19,138,DONE,2026-06-12T02:37:51
"4468","Completed",100.0,100,1.0,20,156,DONE,2026-06-12T02:40:27
"4669","Completed",100.0,100,1.0,20,144,DONE,2026-06-12T02:42:52
"4683","Completed",100.0,100,1.0,20,149,DONE,2026-06-12T02:45:20
"4937","Completed",100.0,100,1.0,17,125,DONE,2026-06-12T02:47:26
"10857","Completed",100.0,100,1.0,20,280,DONE,2026-06-12T02:52:06
"11381","Completed",100.0,100,1.0,20,360,DONE,2026-06-12T02:58:06
"11715","Completed",100.0,100,1.0,19,159,DONE,2026-06-12T03:00:45
"11755","Failed - Agent deviated from the route",29.628,49.38,0.6,10,2091,DONE,2026-06-12T03:35:37
"14194","Completed",100.0,100,1.0,20,189,DONE,2026-06-12T03:38:46
"14842","Completed",100.0,100,1.0,20,135,DONE,2026-06-12T03:41:01
"14862","Completed",100.0,100,1.0,18,201,DONE,2026-06-12T03:44:23
"14909","Completed",100.0,100,1.0,20,116,DONE,2026-06-12T03:46:18
"17563","Completed",60.0,100,0.6,20,133,DONE,2026-06-12T03:48:31
"17569","Completed",100.0,100,1.0,19,156,DONE,2026-06-12T03:51:07
"17598","Completed",100.0,100,1.0,17,186,DONE,2026-06-12T03:54:13
"17635","Completed",60.0,100,0.6,20,150,DONE,2026-06-12T03:56:44
"17655","Completed",60.0,100,0.6,19,135,DONE,2026-06-12T03:58:59
"17752","Completed",100.0,100,1.0,20,369,DONE,2026-06-12T04:05:07
"18252","Completed",50.0,100,0.5,21,194,DONE,2026-06-12T04:08:21
"18305","Completed",100.0,100,1.0,20,201,DONE,2026-06-12T04:11:42
"18311","Completed",100.0,100,1.0,19,197,DONE,2026-06-12T04:14:59
"18356","Completed",100.0,100,1.0,19,197,DONE,2026-06-12T04:18:17
"20920","Completed",100.0,100,1.0,19,250,DONE,2026-06-12T04:22:27
"23658","Completed",100.0,100,1.0,19,140,DONE,2026-06-12T04:24:47
"23659","Failed - Agent deviated from the route",79.89,79.89,1.0,13,131,DONE,2026-06-12T04:26:58
"23670","Completed",100.0,100.0,1.0,21,202,DONE,2026-06-12T04:30:21
"23687","Completed",96.770791,100,0.967708,21,169,DONE,2026-06-12T04:33:10
"23695","Completed",60.0,100,0.6,21,165,DONE,2026-06-12T04:35:55
"23700","Completed",100.0,100,1.0,20,167,DONE,2026-06-12T04:38:42
"23708","Completed",100.0,100,1.0,20,133,DONE,2026-06-12T04:40:55
"23771","Completed",100.0,100,1.0,20,145,DONE,2026-06-12T04:43:21
"23901","Completed",100.0,100.0,1.0,21,211,DONE,2026-06-12T04:46:51
"23910","Failed - Agent deviated from the route",96.08,96.08,1.0,19,130,DONE,2026-06-12T04:49:01
"23918","Completed",100.0,100.0,1.0,21,183,DONE,2026-06-12T04:52:04
"23930","Completed",100.0,100.0,1.0,20,146,DONE,2026-06-12T04:54:30
"24041","Failed - Agent got blocked",55.628204,89.97,0.618297,20,725,DONE,2026-06-12T05:06:35
"24071","Completed",100.0,100,1.0,21,159,DONE,2026-06-12T05:09:14
"24078","Completed",60.0,100,0.6,21,164,DONE,2026-06-12T05:11:58
"24092","Completed",100.0,100,1.0,20,172,DONE,2026-06-12T05:14:50
"24098","Failed - Agent deviated from the route",96.08,96.08,1.0,19,127,DONE,2026-06-12T05:16:57
"24206","Failed - Simulation crashed",0.0,0.0,1.0,0,1898,FAILED,2026-06-12T05:48:36
"24211","Completed",100.0,100,1.0,18,118,DONE,2026-06-12T05:50:33
"24224","Completed",50.0,100,0.5,21,88,DONE,2026-06-12T05:52:01
"24240","Completed",100.0,100,1.0,19,120,DONE,2026-06-12T05:54:01
"24252","Completed",100.0,100,1.0,20,148,DONE,2026-06-12T05:56:29
"24258","Completed",100.0,100,1.0,19,486,DONE,2026-06-12T06:04:35
"24294","Completed",100.0,100,1.0,19,220,DONE,2026-06-12T06:08:15
"24330","Completed",100.0,100,1.0,19,168,DONE,2026-06-12T06:11:03
"24333","Completed",100.0,100,1.0,18,155,DONE,2026-06-12T06:13:38
"24340","Completed",100.0,100,1.0,19,110,DONE,2026-06-12T06:15:28
"24367","Completed",100.0,100,1.0,18,140,DONE,2026-06-12T06:17:49
"24757","Completed",100.0,100,1.0,21,101,DONE,2026-06-12T06:19:29
"24759","",,,,,3650,FAILED,2026-06-12T07:20:20
"24781","Completed",100.0,100,1.0,18,236,DONE,2026-06-12T07:24:16
"24784","Completed",100.0,100,1.0,19,204,DONE,2026-06-12T07:27:40
"24785","Completed",100.0,100,1.0,20,135,DONE,2026-06-12T07:29:54
"24795","Completed",100.0,100,1.0,20,131,DONE,2026-06-12T07:32:05
"24816","Failed - Simulation crashed",0.0,0.0,1.0,0,1892,FAILED,2026-06-12T08:03:37
"24841","Completed",100.0,100,1.0,20,123,DONE,2026-06-12T08:05:40
"25300","Completed",100.0,100,1.0,19,145,DONE,2026-06-12T08:08:05
"25318","Completed",100.0,100,1.0,18,132,DONE,2026-06-12T08:10:17
"25358","Completed",100.0,100,1.0,19,133,DONE,2026-06-12T08:12:31
"25378","Failed - Simulation crashed",0.0,0.0,1.0,0,1888,FAILED,2026-06-12T08:43:58
"25381","",,,,,1897,FAILED,2026-06-12T09:15:36
"25383","Completed",100.0,100,1.0,18,125,DONE,2026-06-12T09:17:41
"25424","Completed",100.0,100,1.0,19,133,DONE,2026-06-12T09:19:54
"25439","Completed",100.0,100,1.0,18,114,DONE,2026-06-12T09:21:48
"25845","Completed",100.0,100,1.0,19,217,DONE,2026-06-12T09:25:25
"25854","Failed - Simulation crashed",0.0,0.0,1.0,0,1887,FAILED,2026-06-12T09:56:52
"25857","",,,,,3652,FAILED,2026-06-12T10:57:44
"25863","Completed",100.0,100,1.0,17,195,DONE,2026-06-12T11:00:59
"25865","Completed",100.0,100,1.0,18,133,DONE,2026-06-12T11:03:12
"25896","Failed - Simulation crashed",0.0,0.0,1.0,0,1891,FAILED,2026-06-12T11:34:43
"25928","Completed",100.0,100,1.0,18,981,DONE,2026-06-12T11:51:04
"25951","Completed",100.0,100,1.0,20,219,DONE,2026-06-12T11:54:43
"25955","",,,,,3651,FAILED,2026-06-12T12:55:34
"25968","Completed",100.0,100,1.0,19,221,DONE,2026-06-12T12:59:15
"25975","Completed",100.0,100,1.0,19,239,DONE,2026-06-12T13:03:14
"26393","",,,,,1890,FAILED,2026-06-12T13:34:44
"26394","Completed",100.0,100,1.0,19,102,DONE,2026-06-12T13:36:26
"26396","Completed",100.0,100,1.0,20,109,DONE,2026-06-12T13:38:15
"26401","Completed",60.0,100,0.6,19,102,DONE,2026-06-12T13:39:57
"26405","Completed",100.0,100,1.0,18,122,DONE,2026-06-12T13:41:59
"26406","Completed",100.0,100,1.0,20,173,DONE,2026-06-12T13:44:52
"26408","Completed",100.0,100,1.0,19,97,DONE,2026-06-12T13:46:28
"26418","Completed",100.0,100,1.0,20,118,DONE,2026-06-12T13:48:26
"26435","Failed - Simulation crashed",0.0,0.0,1.0,0,1905,FAILED,2026-06-12T14:20:12
"26456","Failed - Simulation crashed",0.0,0.0,1.0,0,1893,FAILED,2026-06-12T14:51:45
"26458","Completed",100.0,100,1.0,20,92,DONE,2026-06-12T14:53:17
"26944","Completed",100.0,100,1.0,17,272,DONE,2026-06-12T14:57:49
"26950","Failed - Simulation crashed",0.0,0.0,1.0,0,1886,FAILED,2026-06-12T15:29:15
"26956","",,,,,1904,FAILED,2026-06-12T16:00:59
"26966","",,,,,1898,FAILED,2026-06-12T16:32:37
"26990","Failed - Simulation crashed",0.0,0.0,1.0,0,1890,FAILED,2026-06-12T17:04:08
"27018","Completed",60.0,100,0.6,22,99,DONE,2026-06-12T17:05:47
"27494","Completed",100.0,100,1.0,17,146,DONE,2026-06-12T17:08:12
"27506","Completed",100.0,100,1.0,21,137,DONE,2026-06-12T17:10:30
"27515","Failed - Simulation crashed",0.0,0.0,1.0,0,1886,FAILED,2026-06-12T17:41:56
"27529","Completed",100.0,100,1.0,19,318,DONE,2026-06-12T17:47:14
"27532","Completed",100.0,100,1.0,19,183,DONE,2026-06-12T17:50:17
"27582","Completed",100.0,100,1.0,19,134,DONE,2026-06-12T17:52:31
"28035","Completed",70.0,100,0.7,20,117,DONE,2026-06-12T17:54:29
"28048","",,,,,3651,FAILED,2026-06-12T18:55:20
"28087","Completed",100.0,100,1.0,21,111,DONE,2026-06-12T18:57:11
"28093","Failed - TickRuntime",30.86,30.86,1.0,4,1078,DONE,2026-06-12T19:15:09
"28099","Completed",100.0,100,1.0,19,123,DONE,2026-06-12T19:17:12
"28111","Completed",100.0,100,1.0,17,94,DONE,2026-06-12T19:18:46
"28154","Completed",100.0,100,1.0,20,178,DONE,2026-06-12T19:21:44
"28198","Completed",100.0,100,1.0,19,103,DONE,2026-06-12T19:23:27
"28210","Completed",100.0,100,1.0,18,171,DONE,2026-06-12T19:26:19
"28219","Completed",100.0,100,1.0,18,275,DONE,2026-06-12T19:30:53
"28229","Completed",100.0,100,1.0,19,182,DONE,2026-06-12T19:33:55
"28241","Completed",100.0,100,1.0,20,170,DONE,2026-06-12T19:36:46
"28243","Completed",100.0,100,1.0,17,159,DONE,2026-06-12T19:39:25
"28330","Completed",60.0,100,0.6,21,166,DONE,2026-06-12T19:42:11
"2204","Failed - TickRuntime",30.26,30.26,1.0,5,1116,DONE,2026-06-13T00:26:40
"24206","Failed - Simulation crashed",0.0,0.0,1.0,0,1914,FAILED,2026-06-13T00:58:34
"24759","",,,,,3660,FAILED,2026-06-13T01:59:34
"24816","Failed - Simulation crashed",0.0,0.0,1.0,0,1895,FAILED,2026-06-13T02:31:09
